ComID,GeogName,DataGroup,DataGroup_Order,Year,Female - .,Female - %,Male - .,Male - %,Total - .,Total - %
can,Canada,Total Reporting,1,2011,"13,964,170",100,"13,295,350",100,"27,259,525",100
CHB11,Lunenburg County,Total Reporting,1,2011,"20,834",100,"19,768",100,"40,583",100
CHB12,Queens County,Total Reporting,1,2011,"4,778",100,"4,565",100,"9,358",100
CHB21,Clare,Total Reporting,1,2011,"3,598",100,"3,411",100,"7,009",100
CHB22,Digby & Area,Total Reporting,1,2011,"4,314",100,"3,956",100,"8,275",100
CHB23,Shelburne,Total Reporting,1,2011,"6,257",100,"6,127",100,"12,374",100
CHB24,Yarmouth,Total Reporting,1,2011,"11,040",100,"9,960",100,"21,000",100
CHB31,Annapolis,Total Reporting,1,2011,"7,515",100,"6,947",100,"14,471",100
CHB32,Central Kings,Total Reporting,1,2011,"10,201",100,"9,163",100,"19,382",100
CHB33,Kingston/Greenwood,Total Reporting,1,2011,"4,958",100,"4,624",100,"9,559",100
CHB34,Eastern Kings,Total Reporting,1,2011,"6,453",100,"6,063",100,"12,514",100
CHB35,Western Kings,Total Reporting,1,2011,"5,855",100,"5,531",100,"11,359",100
CHB41,Along The Shore,Total Reporting,1,2011,"3,306",100,"3,281",100,"6,580",100
CHB42,East Hants,Total Reporting,1,2011,"8,323",100,"8,158",100,"16,479",100
CHB43,North Shore Area,Total Reporting,1,2011,"2,280",100,"2,222",100,"4,508",100
CHB44,South Colchester,Total Reporting,1,2011,"3,968",100,"3,798",100,"7,751",100
CHB45,Truro & Area,Total Reporting,1,2011,"13,117",100,"11,779",100,"24,922",100
CHB51,Pugwash and Area,Total Reporting,1,2011,"2,241",100,"2,138",100,"4,384",100
CHB52,"Southhampton, Parrsboro, Advocate and Regions",Total Reporting,1,2011,"1,450",100,"1,314",100,"2,755",100
CHB53,"Springhill, Oxford, Amherst and Regions",Total Reporting,1,2011,"9,795",100,"8,722",100,"18,522",100
CHB61,Central and East Pictou,Total Reporting,1,2011,"14,526",100,"13,278",100,"27,791",100
CHB62,Pictou West,Total Reporting,1,2011,"4,387",100,"4,262",100,"8,651",100
CHB71,Antigonish Town and County,Total Reporting,1,2011,"8,375",100,"7,725",100,"16,110",100
CHB72,Guysborough County,Total Reporting,1,2011,"3,523",100,"3,508",100,"7,031",100
CHB73,Strait Richmond,Total Reporting,1,2011,"6,903",100,"6,538",100,"13,436",100
CHB81,Central Inverness,Total Reporting,1,2011,"3,222",100,"3,180",100,"6,401",100
CHB82,North Inverness,Total Reporting,1,2011,"1,503",100,"1,324",100,"2,852",100
CHB83,Victoria County,Total Reporting,1,2011,"2,997",100,"2,918",100,"5,910",100
CHB84,Central Cape Breton County,Total Reporting,1,2011,"19,535",100,"17,081",100,"36,579",100
CHB85,East Cape Breton County,Total Reporting,1,2011,"14,693",100,"12,892",100,"27,513",100
CHB86,Northside The Lakes,Total Reporting,1,2011,"10,902",100,"9,917",100,"20,848",100
CHB91,Eastern Shore - Musquodoboit,Total Reporting,1,2011,"10,319",100,"10,363",100,"20,682",100
CHB92,West Hants,Total Reporting,1,2011,"9,325",100,"8,701",100,"18,033",100
CHB93,Cobequid,Total Reporting,1,2011,"36,393",100,"34,350",100,"70,721",100
CHB94,Dartmouth,Total Reporting,1,2011,"30,639",100,"27,051",100,"57,672",100
CHB95,Southeastern,Total Reporting,1,2011,"18,340",100,"17,079",100,"35,439",100
CHB96,Halifax Peninsula,Total Reporting,1,2011,"33,746",100,"31,117",100,"64,858",100
CHB97,Chebucto West,Total Reporting,1,2011,"39,820",100,"35,767",100,"75,637",100
CNT1201,Shelburne County,Total Reporting,1,2011,"6,255",100,"6,120",100,"12,375",100
CNT1202,Yarmouth County,Total Reporting,1,2011,"11,030",100,"9,965",100,"21,005",100
CNT1203,Digby County,Total Reporting,1,2011,"7,905",100,"7,385",100,"15,285",100
CNT1204,Queens County,Total Reporting,1,2011,"4,785",100,"4,585",100,"9,365",100
CNT1205,Annapolis County,Total Reporting,1,2011,"9,100",100,"8,505",100,"17,600",100
CNT1206,Lunenburg County,Total Reporting,1,2011,"20,735",100,"19,670",100,"40,405",100
CNT1207,Kings County,Total Reporting,1,2011,"25,975",100,"23,920",100,"49,895",100
CNT1208,Hants County,Total Reporting,1,2011,"17,660",100,"16,855",100,"34,515",100
CNT1209,Halifax County,Total Reporting,1,2011,"169,320",100,"155,730",100,"325,050",100
CNT1210,Colchester County,Total Reporting,1,2011,"21,745",100,"20,170",100,"41,920",100
CNT1211,Cumberland County,Total Reporting,1,2011,"13,680",100,"12,380",100,"26,055",100
CNT1212,Pictou County,Total Reporting,1,2011,"19,605",100,"18,265",100,"37,870",100
CNT1213,Guysborough County,Total Reporting,1,2011,"3,525",100,"3,500",100,"7,025",100
CNT1214,Antigonish County,Total Reporting,1,2011,"8,395",100,"7,745",100,"16,135",100
CNT1215,Inverness County,Total Reporting,1,2011,"7,585",100,"7,200",100,"14,780",100
CNT1216,Richmond County,Total Reporting,1,2011,"4,050",100,"3,860",100,"7,905",100
CNT1217,Cape Breton County,Total Reporting,1,2011,"45,080",100,"39,870",100,"84,950",100
CNT1218,Victoria County,Total Reporting,1,2011,"2,995",100,"2,920",100,"5,915",100
COM1001,Wittenburg,Total Reporting,1,2011,557,100,567,100,"1,119",100
COM1002,Stewiacke,Total Reporting,1,2011,755,100,670,100,"1,430",100
COM1003,Old Barns,Total Reporting,1,2011,283,100,276,100,564,100
COM1004,Brookfield,Total Reporting,1,2011,935,100,846,100,"1,777",100
COM1005,Upper Stewiacke,Total Reporting,1,2011,559,100,606,100,"1,160",100
COM1006,Greenfield,Total Reporting,1,2011,445,100,503,100,954,100
COM1007,Hilden,Total Reporting,1,2011,709,100,649,100,"1,353",100
COM1008,Millbrook First Nation (Millbrook (27)),Total Reporting,1,2011,277,100,277,100,564,100
COM1009,Truro,Total Reporting,1,2011,"7,243",100,"6,253",100,"13,508",100
COM101,Welshtown,Total Reporting,1,2011,319,100,296,100,615,100
COM1010,Bible Hill,Total Reporting,1,2011,"3,904",100,"3,457",100,"7,367",100
COM1011,East Mountain,Total Reporting,1,2011,"1,220",100,"1,253",100,"2,474",100
COM1012,Earltown,Total Reporting,1,2011,248,100,291,100,539,100
COM1013,Tatamagouche,Total Reporting,1,2011,878,100,782,100,"1,655",100
COM1014,New Annan,Total Reporting,1,2011,279,100,269,100,548,100
COM1015,Lower Onslow,Total Reporting,1,2011,"1,261",100,"1,196",100,"2,463",100
COM1016,Debert,Total Reporting,1,2011,569,100,626,100,"1,190",100
COM1017,Glenholme,Total Reporting,1,2011,953,100,991,100,"1,935",100
COM1018,Economy,Total Reporting,1,2011,521,100,465,100,989,100
COM102,Lockeport,Total Reporting,1,2011,781,100,817,100,"1,607",100
COM103,Shelburne,Total Reporting,1,2011,"1,513",100,"1,386",100,"2,894",100
COM104,Clyde River,Total Reporting,1,2011,694,100,717,100,"1,411",100
COM105,Barrington,Total Reporting,1,2011,"1,565",100,"1,536",100,"3,096",100
COM106,Cape Sable Island,Total Reporting,1,2011,"1,395",100,"1,355",100,"2,750",100
com107,Tobeatic - Tidney River Wilderness,Total Reporting,1,2011,0,100,0,100,0,100
COM1101,Parrsboro,Total Reporting,1,2011,"1,066",100,962,100,"2,023",100
COM1102,Advocate Harbour,Total Reporting,1,2011,346,100,312,100,653,100
COM1103,River Hebert,Total Reporting,1,2011,653,100,607,100,"1,264",100
COM1104,Springhill,Total Reporting,1,2011,"2,053",100,"1,676",100,"3,727",100
COM1105,Wentworth,Total Reporting,1,2011,622,100,584,100,"1,212",100
COM1106,Oxford,Total Reporting,1,2011,812,100,936,100,"1,747",100
COM1107,Amherst,Total Reporting,1,2011,"5,932",100,"5,331",100,"11,257",100
COM1108,Tidnish,Total Reporting,1,2011,598,100,492,100,"1,089",100
COM1109,Port Howe,Total Reporting,1,2011,296,100,295,100,592,100
COM1110,Pugwash,Total Reporting,1,2011,675,100,525,100,"1,199",100
COM1111,Wallace,Total Reporting,1,2011,624,100,656,100,"1,276",100
com1112,Paqtnkek First Nation (Franklin Manor (22)),Total Reporting,1,2011,0,100,0,100,0,100
COM1201,River John,Total Reporting,1,2011,"1,009",100,"1,025",100,"2,047",100
COM1202,Pictou,Total Reporting,1,2011,"2,139",100,"1,978",100,"4,118",100
COM1203,Scotsburn,Total Reporting,1,2011,"1,411",100,"1,464",100,"2,869",100
COM1204,Salt Springs,Total Reporting,1,2011,473,100,430,100,909,100
COM1205,Hopewell,Total Reporting,1,2011,948,100,956,100,"1,894",100
COM1206,Westville,Total Reporting,1,2011,"2,179",100,"1,899",100,"4,074",100
COM1207,Stellarton,Total Reporting,1,2011,"2,085",100,"1,854",100,"3,930",100
COM1208,New Glasgow,Total Reporting,1,2011,"5,293",100,"4,635",100,"9,925",100
COM1209,Trenton,Total Reporting,1,2011,"1,214",100,"1,119",100,"2,318",100
COM1210,Pictou Landing,Total Reporting,1,2011,419,100,459,100,878,100
COM1211,Pictou Landing First Nation (Fisher's Grant (24)),Total Reporting,1,2011,108,100,119,100,228,100
COM1212,Little Harbour,Total Reporting,1,2011,370,100,369,100,743,100
COM1213,Thorburn,Total Reporting,1,2011,"1,096",100,996,100,"2,084",100
COM1214,Blue Mountain,Total Reporting,1,2011,381,100,411,100,793,100
COM1215,Merigomish,Total Reporting,1,2011,505,100,539,100,"1,038",100
com1216,Pictou Landing First Nation (Boat Harbour West (37)),Total Reporting,1,2011,0,100,0,100,0,100
com1217,Pictou Landing First Nation (Merigomish Harbour (31)),Total Reporting,1,2011,0,100,0,100,0,100
COM1301,Melrose,Total Reporting,1,2011,220,100,201,100,421,100
COM1302,Sherbrooke,Total Reporting,1,2011,584,100,560,100,"1,144",100
COM1303,Cross Roads Country Harbour,Total Reporting,1,2011,413,100,435,100,848,100
COM1304,Larrys River,Total Reporting,1,2011,481,100,524,100,"1,004",100
COM1305,Canso,Total Reporting,1,2011,563,100,581,100,"1,142",100
COM1306,Guysborough,Total Reporting,1,2011,802,100,762,100,"1,555",100
COM1307,Mulgrave,Total Reporting,1,2011,385,100,376,100,757,100
COM1401,Lochaber,Total Reporting,1,2011,316,100,292,100,617,100
COM1402,Salt Springs,Total Reporting,1,2011,551,100,523,100,"1,081",100
COM1403,James River,Total Reporting,1,2011,442,100,452,100,896,100
COM1404,Clydesdale,Total Reporting,1,2011,407,100,400,100,806,100
COM1405,Malignant Cove,Total Reporting,1,2011,334,100,352,100,684,100
COM1406,Mahoneys Beach,Total Reporting,1,2011,429,100,431,100,854,100
COM1407,Antigonish,Total Reporting,1,2011,"2,633",100,"2,167",100,"4,801",100
COM1408,Lower South River,Total Reporting,1,2011,864,100,739,100,"1,612",100
COM1409,St. Andrews,Total Reporting,1,2011,420,100,468,100,893,100
COM1410,Pomquet,Total Reporting,1,2011,534,100,610,100,"1,136",100
COM1411,Paqtnkek First Nation (Pomquet & Afton (23)),Total Reporting,1,2011,130,100,110,100,240,100
COM1412,Tracadie,Total Reporting,1,2011,711,100,577,100,"1,282",100
COM1413,Havre Boucher,Total Reporting,1,2011,625,100,622,100,"1,246",100
com1414,Paqtnkek First Nation (Summerside (38)),Total Reporting,1,2011,0,100,0,100,0,100
COM1501,Port Hawkesbury,Total Reporting,1,2011,"1,921",100,"1,710",100,"3,626",100
COM1502,Long Point,Total Reporting,1,2011,398,100,388,100,786,100
COM1503,Port Hood,Total Reporting,1,2011,526,100,480,100,996,100
COM1504,Mabou,Total Reporting,1,2011,472,100,492,100,966,100
COM1505,Glendale,Total Reporting,1,2011,538,100,579,100,"1,117",100
COM1506,Waycobah First Nation (Whycocomagh (2)),Total Reporting,1,2011,259,100,244,100,503,100
COM1507,Whycocomagh,Total Reporting,1,2011,353,100,363,100,717,100
COM1508,Inverness,Total Reporting,1,2011,923,100,883,100,"1,809",100
COM1509,Margaree,Total Reporting,1,2011,839,100,883,100,"1,730",100
COM1510,Cheticamp,Total Reporting,1,2011,"1,239",100,"1,062",100,"2,322",100
COM1511,Pictou Landing First Nation (Malagawatch (4)),Total Reporting,1,2011,0,100,0,100,0,100
COM1601,Dundee,Total Reporting,1,2011,461,100,459,100,920,100
COM1602,Isle Madame,Total Reporting,1,2011,"1,475",100,"1,470",100,"2,940",100
COM1603,Louisdale,Total Reporting,1,2011,740,100,671,100,"1,417",100
COM1604,St. Peter's,Total Reporting,1,2011,674,100,571,100,"1,245",100
COM1605,L'Ardoise,Total Reporting,1,2011,540,100,514,100,"1,049",100
COM1606,Chapel Island First Nation (Chapel Island (5)),Total Reporting,1,2011,155,100,165,100,325,100
COM1701,Boularderie Island (Victoria),Total Reporting,1,2011,371,100,350,100,718,100
COM1702,Albert Bridge,Total Reporting,1,2011,662,100,597,100,"1,263",100
COM1703,Big Ridge-French Road,Total Reporting,1,2011,57,100,49,100,105,100
COM1704,Birch Grove-Tower Road,Total Reporting,1,2011,276,100,234,100,509,100
COM1705,Blacketts Lake,Total Reporting,1,2011,75,100,74,100,150,100
COM1706,Boisdale-Castle Bay and Area,Total Reporting,1,2011,219,100,245,100,469,100
COM1707,Boularderie Island (CBRM),Total Reporting,1,2011,829,100,779,100,"1,618",100
COM1708,Coxheath,Total Reporting,1,2011,"1,028",100,953,100,"1,992",100
COM1709,Dominion,Total Reporting,1,2011,906,100,771,100,"1,668",100
COM1710,Donkin-Port Caledonia,Total Reporting,1,2011,357,100,344,100,706,100
COM1711,Dutch Brook-Caribou Marsh,Total Reporting,1,2011,197,100,150,100,346,100
COM1712,East Bay Area,Total Reporting,1,2011,252,100,239,100,488,100
COM1713,Eskasoni First Nation (Eskasoni (3)),Total Reporting,1,2011,"1,141",100,"1,041",100,"2,187",100
COM1714,Florence-Bras D'Or,Total Reporting,1,2011,"1,203",100,"1,048",100,"2,257",100
COM1715,Frenchvale-Beechmont and Area,Total Reporting,1,2011,347,100,351,100,701,100
COM1716,Gardiner Mines,Total Reporting,1,2011,251,100,268,100,519,100
COM1717,Georges River and Area,Total Reporting,1,2011,658,100,612,100,"1,266",100
COM1718,Glace Bay,Total Reporting,1,2011,"7,035",100,"6,005",100,"12,975",100
COM1719,Grand Lake Road,Total Reporting,1,2011,736,100,632,100,"1,372",100
COM1720,Grand Mira North,Total Reporting,1,2011,213,100,275,100,483,100
COM1721,Grand Mira South,Total Reporting,1,2011,81,100,68,100,148,100
COM1722,Greater Gabarus,Total Reporting,1,2011,83,100,70,100,151,100
COM1723,Howie Centre,Total Reporting,1,2011,"1,090",100,942,100,"2,025",100
COM1724,Lingan Road,Total Reporting,1,2011,153,100,118,100,272,100
COM1725,Lingan-River Ryan and Area,Total Reporting,1,2011,"1,115",100,"1,106",100,"2,225",100
COM1726,Louisbourg,Total Reporting,1,2011,453,100,487,100,939,100
COM1727,Marion Bridge,Total Reporting,1,2011,304,100,255,100,555,100
COM1728,Membertou First Nation (Membertou (28B)),Total Reporting,1,2011,335,100,295,100,630,100
COM1729,Mira Gut-Lorraine and Area,Total Reporting,1,2011,464,100,490,100,954,100
COM1730,Mira Road,Total Reporting,1,2011,832,100,576,100,"1,415",100
COM1731,New Victoria-Victoria Mines,Total Reporting,1,2011,559,100,487,100,"1,041",100
COM1732,New Waterford,Total Reporting,1,2011,"2,824",100,"2,380",100,"5,205",100
COM1733,North Sydney,Total Reporting,1,2011,"2,758",100,"2,276",100,"5,019",100
COM1734,Northside East Bay-Islandview,Total Reporting,1,2011,222,100,243,100,465,100
COM1735,Point Edward Peninsula,Total Reporting,1,2011,338,100,306,100,644,100
COM1736,Port Morien,Total Reporting,1,2011,212,100,169,100,380,100
COM1737,Prime Brook,Total Reporting,1,2011,201,100,152,100,352,100
COM1738,Reserve Mines,Total Reporting,1,2011,722,100,664,100,"1,386",100
COM1739,Round Island-Black Brook and Area,Total Reporting,1,2011,76,100,92,100,166,100
COM1740,South Bar,Total Reporting,1,2011,324,100,215,100,539,100
COM1741,Sydney,Total Reporting,1,2011,"9,410",100,"8,168",100,"17,578",100
COM1742,Sydney Forks-Portage,Total Reporting,1,2011,436,100,386,100,816,100
COM1743,Sydney Mines,Total Reporting,1,2011,"2,837",100,"2,668",100,"5,525",100
COM1744,Sydney River,Total Reporting,1,2011,"1,401",100,"1,281",100,"2,659",100
COM1745,Upper North Sydney-Leitches Creek and Area,Total Reporting,1,2011,273,100,271,100,543,100
COM1746,Westmount,Total Reporting,1,2011,"1,175",100,"1,050",100,"2,220",100
com1747,Fortress of Louisbourg,Total Reporting,1,2011,0,100,0,100,0,100
com1748,Membertou First Nation (Sydney (28A)),Total Reporting,1,2011,0,100,0,100,0,100
com1749,Membertou First Nation (Caribou Marsh (29)),Total Reporting,1,2011,0,100,0,100,0,100
COM1801,Little Narrows,Total Reporting,1,2011,210,100,235,100,445,100
COM1802,Baddeck,Total Reporting,1,2011,804,100,852,100,"1,664",100
COM1803,Wagmatcook First Nation (Wagmatcook (1)),Total Reporting,1,2011,168,100,188,100,351,100
COM1804,Englishtown,Total Reporting,1,2011,306,100,355,100,664,100
COM1805,Ingonish,Total Reporting,1,2011,481,100,485,100,968,100
COM1806,Cape Breton Highlands National Park,Total Reporting,1,2011,0,100,0,100,0,100
COM1807,Dingwall,Total Reporting,1,2011,757,100,523,100,"1,277",100
COM201,Pubnico,Total Reporting,1,2011,"1,088",100,"1,080",100,"2,163",100
COM202,Tusket,Total Reporting,1,2011,617,100,602,100,"1,213",100
COM203,Argyle,Total Reporting,1,2011,336,100,296,100,634,100
COM204,Amiraults Hill,Total Reporting,1,2011,352,100,389,100,738,100
COM205,Wedgeport,Total Reporting,1,2011,798,100,737,100,"1,529",100
COM206,Arcadia,Total Reporting,1,2011,848,100,832,100,"1,674",100
COM207,Yarmouth,Total Reporting,1,2011,"3,663",100,"2,848",100,"6,503",100
COM208,Acadia First Nation (Yarmouth (33)),Total Reporting,1,2011,60,100,50,100,110,100
COM209,Hebron,Total Reporting,1,2011,"1,262",100,"1,169",100,"2,428",100
COM210,Port Maitland,Total Reporting,1,2011,367,100,388,100,760,100
COM211,South Ohio,Total Reporting,1,2011,677,100,655,100,"1,331",100
COM212,Carleton,Total Reporting,1,2011,604,100,556,100,"1,155",100
COM213,Quinan,Total Reporting,1,2011,330,100,316,100,645,100
COM301,Salmon River,Total Reporting,1,2011,383,100,338,100,723,100
COM302,Meteghan,Total Reporting,1,2011,"1,261",100,"1,260",100,"2,533",100
COM303,Saulnierville,Total Reporting,1,2011,569,100,561,100,"1,130",100
COM304,Church Point,Total Reporting,1,2011,814,100,743,100,"1,545",100
COM305,Weymouth,Total Reporting,1,2011,740,100,772,100,"1,514",100
COM306,Barton,Total Reporting,1,2011,632,100,581,100,"1,201",100
COM307,Digby Neck,Total Reporting,1,2011,742,100,695,100,"1,447",100
COM308,Digby,Total Reporting,1,2011,"1,711",100,"1,524",100,"3,242",100
COM309,Smiths Cove,Total Reporting,1,2011,222,100,197,100,417,100
COM310,Bear River,Total Reporting,1,2011,556,100,558,100,"1,110",100
COM311,St. Joseph,Total Reporting,1,2011,552,100,490,100,"1,041",100
COM312,Bear River First Nation (Bear River (6)),Total Reporting,1,2011,0,100,0,100,0,100
COM401,North Queens,Total Reporting,1,2011,613,100,581,100,"1,189",100
COM402,Port Mouton,Total Reporting,1,2011,480,100,518,100,"1,006",100
COM403,Liverpool,Total Reporting,1,2011,"2,778",100,"2,589",100,"5,375",100
COM404,Medway,Total Reporting,1,2011,419,100,418,100,840,100
COM405,Greenfield,Total Reporting,1,2011,483,100,454,100,938,100
com406,Acadia First Nation (Wildcat (12)),Total Reporting,1,2011,0,100,0,100,0,100
COM407,Acadia First Nation (Ponhook Lake (10)),Total Reporting,1,2011,0,100,0,100,0,100
COM408,Acadia First Nation (Medway River (11)),Total Reporting,1,2011,0,100,0,100,0,100
COM501,Kejimkujik National Park,Total Reporting,1,2011,0,100,0,100,0,100
COM502,Milford,Total Reporting,1,2011,298,100,289,100,590,100
COM503,Cornwallis Park,Total Reporting,1,2011,824,100,788,100,"1,613",100
COM504,Port Royal,Total Reporting,1,2011,361,100,331,100,698,100
COM505,Granville Ferry,Total Reporting,1,2011,547,100,432,100,978,100
COM506,Annapolis Royal,Total Reporting,1,2011,749,100,643,100,"1,396",100
COM507,Bear River First Nation (Bear River (6B)),Total Reporting,1,2011,0,100,0,100,0,100
COM508,Bridgetown,Total Reporting,1,2011,"1,135",100,"1,015",100,"2,151",100
COM509,Port Lorne,Total Reporting,1,2011,387,100,348,100,736,100
COM510,Lawrencetown,Total Reporting,1,2011,711,100,714,100,"1,414",100
COM511,Middleton,Total Reporting,1,2011,"1,839",100,"1,625",100,"3,457",100
COM512,Margaretsville,Total Reporting,1,2011,476,100,521,100,995,100
COM601,Broad Cove,Total Reporting,1,2011,220,100,206,100,428,100
COM602,Petite Riviere,Total Reporting,1,2011,199,100,189,100,391,100
COM603,Italy Cross,Total Reporting,1,2011,867,100,893,100,"1,763",100
COM604,Chelsea,Total Reporting,1,2011,342,100,376,100,717,100
COM605,Newcombville,Total Reporting,1,2011,647,100,655,100,"1,299",100
COM606,Hemford,Total Reporting,1,2011,279,100,266,100,547,100
COM607,New Germany,Total Reporting,1,2011,658,100,668,100,"1,323",100
COM608,Northfield,Total Reporting,1,2011,875,100,882,100,"1,758",100
COM609,Bridgewater,Total Reporting,1,2011,"4,493",100,"3,826",100,"8,308",100
COM610,LaHave,Total Reporting,1,2011,"1,943",100,"2,005",100,"3,952",100
COM611,Lunenburg,Total Reporting,1,2011,"2,272",100,"1,971",100,"4,241",100
COM612,Maitland,Total Reporting,1,2011,746,100,756,100,"1,497",100
COM613,Mahone Bay,Total Reporting,1,2011,"1,257",100,"1,118",100,"2,371",100
COM614,New Cornwall,Total Reporting,1,2011,416,100,425,100,838,100
COM615,Maplewood,Total Reporting,1,2011,642,100,673,100,"1,313",100
COM616,New Ross,Total Reporting,1,2011,577,100,654,100,"1,234",100
com617,Indian Brook First Nation (Pennal (19)),Total Reporting,1,2011,0,100,0,100,0,100
COM618,Chester Basin,Total Reporting,1,2011,865,100,919,100,"1,777",100
COM619,Acadia First Nation (Gold River (21)),Total Reporting,1,2011,0,100,0,100,0,100
COM620,Western Shore,Total Reporting,1,2011,"1,101",100,968,100,"2,067",100
COM621,Chester,Total Reporting,1,2011,"1,053",100,955,100,"2,003",100
COM622,Windsor Road,Total Reporting,1,2011,203,100,262,100,461,100
COM623,Blandford,Total Reporting,1,2011,709,100,660,100,"1,373",100
COM701,Lake George,Total Reporting,1,2011,463,100,465,100,925,100
COM702,Greenwood,Total Reporting,1,2011,"2,143",100,"2,029",100,"4,157",100
COM703,Kingston,Total Reporting,1,2011,"2,260",100,"2,071",100,"4,324",100
COM704,Aylesford,Total Reporting,1,2011,"1,066",100,981,100,"2,036",100
COM705,Millville,Total Reporting,1,2011,801,100,704,100,"1,500",100
COM706,Berwick,Total Reporting,1,2011,"1,413",100,"1,278",100,"2,700",100
COM707,Waterville,Total Reporting,1,2011,549,100,535,100,"1,081",100
COM708,Somerset,Total Reporting,1,2011,498,100,448,100,948,100
COM709,Harbourville,Total Reporting,1,2011,664,100,741,100,"1,399",100
COM710,Lakeville,Total Reporting,1,2011,601,100,621,100,"1,214",100
COM711,Cambridge,Total Reporting,1,2011,575,100,547,100,"1,125",100
COM712,Annapolis Valley First Nation (Cambridge (32)),Total Reporting,1,2011,76,100,78,100,150,100
COM713,Coldbrook,Total Reporting,1,2011,"1,226",100,"1,101",100,"2,329",100
COM714,Alton,Total Reporting,1,2011,842,100,835,100,"1,681",100
COM715,Kentville,Total Reporting,1,2011,"4,284",100,"3,668",100,"7,979",100
COM716,Centreville,Total Reporting,1,2011,916,100,869,100,"1,777",100
COM717,Blomidon,Total Reporting,1,2011,730,100,801,100,"1,542",100
COM718,Canning,Total Reporting,1,2011,"1,150",100,"1,060",100,"2,214",100
COM719,Port Williams,Total Reporting,1,2011,733,100,662,100,"1,400",100
COM720,New Minas,Total Reporting,1,2011,"2,412",100,"2,057",100,"4,471",100
COM721,Gaspereau,Total Reporting,1,2011,631,100,690,100,"1,312",100
COM722,Wolfville,Total Reporting,1,2011,"2,135",100,"1,824",100,"3,956",100
COM723,Grand Pre,Total Reporting,1,2011,432,100,448,100,873,100
COM724,Hantsport,Total Reporting,1,2011,"1,306",100,"1,319",100,"2,628",100
COM725,Glooscap First Nation (Horton (Glooscap) (35)),Total Reporting,1,2011,0,100,0,100,0,100
COM801,Falmouth,Total Reporting,1,2011,"1,148",100,"1,071",100,"2,222",100
COM802,Windsor Forks,Total Reporting,1,2011,440,100,436,100,875,100
COM803,Smiths Corner,Total Reporting,1,2011,411,100,429,100,838,100
COM804,Newport Corner,Total Reporting,1,2011,807,100,784,100,"1,585",100
COM805,Three Mile Plains,Total Reporting,1,2011,908,100,902,100,"1,808",100
COM806,Windsor,Total Reporting,1,2011,"2,019",100,"1,666",100,"3,690",100
COM807,Brooklyn,Total Reporting,1,2011,"1,053",100,899,100,"1,945",100
COM808,Summerville,Total Reporting,1,2011,423,100,379,100,795,100
COM809,Kempt Shore,Total Reporting,1,2011,379,100,432,100,809,100
COM810,Noel,Total Reporting,1,2011,434,100,431,100,860,100
COM811,Kennetcook,Total Reporting,1,2011,614,100,580,100,"1,198",100
COM812,Upper Rawdon,Total Reporting,1,2011,767,100,869,100,"1,646",100
COM813,Mount Uniacke,Total Reporting,1,2011,"1,426",100,"1,386",100,"2,817",100
COM814,Enfield,Total Reporting,1,2011,"1,980",100,"2,087",100,"4,064",100
COM815,Nine Mile River,Total Reporting,1,2011,591,100,552,100,"1,148",100
COM816,Elmsdale,Total Reporting,1,2011,"1,257",100,"1,153",100,"2,405",100
COM817,Lantz,Total Reporting,1,2011,"1,387",100,"1,320",100,"2,703",100
COM818,Milford,Total Reporting,1,2011,592,100,583,100,"1,174",100
COM819,Indian Brook First Nation (Indian Brook (14)),Total Reporting,1,2011,440,100,340,100,785,100
COM820,Shubenacadie,Total Reporting,1,2011,945,100,968,100,"1,916",100
COM821,Maitland,Total Reporting,1,2011,306,100,357,100,659,100
COM822,Annapolis Valley First Nation (St. Croix (34)),Total Reporting,1,2011,0,100,0,100,0,100
COM901,Hubbards,Total Reporting,1,2011,909,100,806,100,"1,725",100
COM902,St. Margarets Bay,Total Reporting,1,2011,998,100,"1,001",100,"1,993",100
COM903,Tantallon,Total Reporting,1,2011,"3,704",100,"3,680",100,"7,374",100
COM904,Hacketts Cove,Total Reporting,1,2011,604,100,672,100,"1,279",100
COM905,Peggys Cove,Total Reporting,1,2011,277,100,281,100,560,100
COM906,Prospect,Total Reporting,1,2011,"1,458",100,"1,360",100,"2,824",100
COM907,Terence Bay,Total Reporting,1,2011,458,100,462,100,918,100
COM908,Hatchet Lake,Total Reporting,1,2011,"1,252",100,"1,290",100,"2,534",100
COM909,Sambro,Total Reporting,1,2011,"1,547",100,"1,491",100,"3,038",100
COM910,Herring Cove,Total Reporting,1,2011,"1,171",100,"1,113",100,"2,295",100
COM911,Spryfield,Total Reporting,1,2011,"4,837",100,"4,233",100,"9,073",100
COM912,Armdale-Northwest Arm,Total Reporting,1,2011,"4,372",100,"3,707",100,"8,107",100
COM913,Fairview,Total Reporting,1,2011,"7,434",100,"6,366",100,"13,808",100
COM914,Halifax Chebucto,Total Reporting,1,2011,"8,440",100,"7,558",100,"16,012",100
COM915,Halifax Citadel,Total Reporting,1,2011,"9,492",100,"8,966",100,"18,468",100
COM916,Halifax Needham,Total Reporting,1,2011,"9,088",100,"8,776",100,"17,845",100
COM917,Clayton Park,Total Reporting,1,2011,"15,673",100,"13,463",100,"29,132",100
COM918,Timberlea,Total Reporting,1,2011,"3,845",100,"3,618",100,"7,463",100
COM919,Hammonds Plains,Total Reporting,1,2011,"4,250",100,"4,349",100,"8,599",100
